ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval+Stemming,32583,SUMM.TXT,0.05906,0.79365,0.10993,3

ROUGE-1+StopWordRemoval+Stemming,32583,SUMM.TXT,0.10488,0.73611,0.18359,3

ROUGE-2+StopWordRemoval+Stemming,32583,SUMM.TXT,0.07211,0.48421,0.12552,3

ROUGE-SU4+StopWordRemoval+Stemming,32583,SUMM.TXT,0.09761,0.52553,0.16464,3

ROUGE-L+StopWordRemoval+Stemming,30967,SUMM.TXT,0.19570,0.45878,0.27437,3

ROUGE-1+StopWordRemoval+Stemming,30967,SUMM.TXT,0.23341,0.42254,0.30071,3

ROUGE-2+StopWordRemoval+Stemming,30967,SUMM.TXT,0.12953,0.18079,0.15093,3

ROUGE-SU4+StopWordRemoval+Stemming,30967,SUMM.TXT,0.17819,0.21076,0.19312,3

ROUGE-L+StopWordRemoval+Stemming,30966,SUMM.TXT,0.08964,0.38889,0.14569,3

ROUGE-1+StopWordRemoval+Stemming,30966,SUMM.TXT,0.18837,0.33691,0.24164,3

ROUGE-2+StopWordRemoval+Stemming,30966,SUMM.TXT,0.09797,0.13118,0.11217,3

ROUGE-SU4+StopWordRemoval+Stemming,30966,SUMM.TXT,0.13072,0.18635,0.15365,3

ROUGE-L+StopWordRemoval+Stemming,30968,SUMM.TXT,0.05943,0.44000,0.10471,3

ROUGE-1+StopWordRemoval+Stemming,30968,SUMM.TXT,0.05491,0.55882,0.10000,3

ROUGE-2+StopWordRemoval+Stemming,30968,SUMM.TXT,0.06036,0.41414,0.10536,3

ROUGE-SU4+StopWordRemoval+Stemming,30968,SUMM.TXT,0.07350,0.36667,0.12246,3

ROUGE-L+StopWordRemoval+Stemming,32229,SUMM.TXT,0.13841,0.41810,0.20797,4

ROUGE-1+StopWordRemoval+Stemming,32229,SUMM.TXT,0.14543,0.45942,0.22093,4

ROUGE-2+StopWordRemoval+Stemming,32229,SUMM.TXT,0.05995,0.15196,0.08598,4

ROUGE-SU4+StopWordRemoval+Stemming,32229,SUMM.TXT,0.09830,0.19507,0.13072,4

ROUGE-L+StopWordRemoval+Stemming,30841,SUMM.TXT,0.12943,0.44792,0.20082,4

ROUGE-1+StopWordRemoval+Stemming,30841,SUMM.TXT,0.13896,0.52640,0.21988,4

ROUGE-2+StopWordRemoval+Stemming,30841,SUMM.TXT,0.03147,0.09062,0.04671,4

ROUGE-SU4+StopWordRemoval+Stemming,30841,SUMM.TXT,0.09217,0.17233,0.12010,4

ROUGE-L+StopWordRemoval+Stemming,30962,SUMM.TXT,0.26114,0.65079,0.37272,3

ROUGE-1+StopWordRemoval+Stemming,30962,SUMM.TXT,0.28194,0.69608,0.40132,3

ROUGE-2+StopWordRemoval+Stemming,30962,SUMM.TXT,0.21627,0.32343,0.25921,3

ROUGE-SU4+StopWordRemoval+Stemming,30962,SUMM.TXT,0.25861,0.29267,0.27459,3

ROUGE-L+StopWordRemoval+Stemming,30965,SUMM.TXT,0.16708,0.50609,0.25122,5

ROUGE-1+StopWordRemoval+Stemming,30965,SUMM.TXT,0.17258,0.54046,0.26162,5

ROUGE-2+StopWordRemoval+Stemming,30965,SUMM.TXT,0.03887,0.08510,0.05337,5

ROUGE-SU4+StopWordRemoval+Stemming,30965,SUMM.TXT,0.10916,0.17116,0.13330,5

ROUGE-L+StopWordRemoval+Stemming,31811,SUMM.TXT,0.12843,0.61875,0.21271,4

ROUGE-1+StopWordRemoval+Stemming,31811,SUMM.TXT,0.09425,0.65306,0.16472,4

ROUGE-2+StopWordRemoval+Stemming,31811,SUMM.TXT,0.05821,0.31250,0.09814,4

ROUGE-SU4+StopWordRemoval+Stemming,31811,SUMM.TXT,0.07155,0.28298,0.11423,4

ROUGE-L+StopWordRemoval+Stemming,32349,SUMM.TXT,0.28483,0.40238,0.33355,4

ROUGE-1+StopWordRemoval+Stemming,32349,SUMM.TXT,0.26089,0.40144,0.31625,4

ROUGE-2+StopWordRemoval+Stemming,32349,SUMM.TXT,0.14865,0.12923,0.13826,4

ROUGE-SU4+StopWordRemoval+Stemming,32349,SUMM.TXT,0.24079,0.16383,0.19499,4

ROUGE-L+StopWordRemoval+Stemming,32107,SUMM.TXT,0.15177,0.84617,0.25738,3

ROUGE-1+StopWordRemoval+Stemming,32107,SUMM.TXT,0.12213,0.87810,0.21444,3

ROUGE-2+StopWordRemoval+Stemming,32107,SUMM.TXT,0.10785,0.60665,0.18314,3

ROUGE-SU4+StopWordRemoval+Stemming,32107,SUMM.TXT,0.13020,0.54436,0.21014,3

ROUGE-L+StopWordRemoval+Stemming,30948,SUMM.TXT,0.21022,0.41076,0.27811,4

ROUGE-1+StopWordRemoval+Stemming,30948,SUMM.TXT,0.27430,0.39031,0.32218,4

ROUGE-2+StopWordRemoval+Stemming,30948,SUMM.TXT,0.14221,0.12911,0.13534,4

ROUGE-SU4+StopWordRemoval+Stemming,30948,SUMM.TXT,0.17473,0.13667,0.15338,4

ROUGE-L+StopWordRemoval+Stemming,31005,SUMM.TXT,0.10305,0.61449,0.17650,5

ROUGE-1+StopWordRemoval+Stemming,31005,SUMM.TXT,0.07174,0.70925,0.13029,5

ROUGE-2+StopWordRemoval+Stemming,31005,SUMM.TXT,0.05612,0.42535,0.09916,5

ROUGE-SU4+StopWordRemoval+Stemming,31005,SUMM.TXT,0.06623,0.42036,0.11443,5

ROUGE-L+StopWordRemoval+Stemming,32333,SUMM.TXT,0.28222,0.73913,0.40847,3

ROUGE-1+StopWordRemoval+Stemming,32333,SUMM.TXT,0.42316,0.20109,0.27263,3

ROUGE-2+StopWordRemoval+Stemming,32333,SUMM.TXT,0.33200,0.11475,0.17056,3

ROUGE-SU4+StopWordRemoval+Stemming,32333,SUMM.TXT,0.38045,0.10308,0.16221,3

ROUGE-L+StopWordRemoval+Stemming,30950,SUMM.TXT,0.07532,0.42963,0.12817,3

ROUGE-1+StopWordRemoval+Stemming,30950,SUMM.TXT,0.04905,0.46111,0.08867,3

ROUGE-2+StopWordRemoval+Stemming,30950,SUMM.TXT,0.02041,0.19209,0.03691,3

ROUGE-SU4+StopWordRemoval+Stemming,30950,SUMM.TXT,0.02821,0.20690,0.04965,3

ROUGE-L+StopWordRemoval+Stemming,32452,SUMM.TXT,0.23732,0.58423,0.33753,4

ROUGE-1+StopWordRemoval+Stemming,32452,SUMM.TXT,0.24495,0.15788,0.19200,4

ROUGE-2+StopWordRemoval+Stemming,32452,SUMM.TXT,0.14059,0.05764,0.08176,4

ROUGE-SU4+StopWordRemoval+Stemming,32452,SUMM.TXT,0.19498,0.06301,0.09524,4

ROUGE-L+StopWordRemoval+Stemming,31242,SUMM.TXT,0.11822,1.00000,0.21144,3

ROUGE-1+StopWordRemoval+Stemming,31242,SUMM.TXT,0.24209,0.78022,0.36953,3

ROUGE-2+StopWordRemoval+Stemming,31242,SUMM.TXT,0.21114,0.59300,0.31140,3

ROUGE-SU4+StopWordRemoval+Stemming,31242,SUMM.TXT,0.27260,0.60556,0.37596,3

ROUGE-L+StopWordRemoval+Stemming,32693,SUMM.TXT,0.20791,0.35000,0.26086,5

ROUGE-1+StopWordRemoval+Stemming,32693,SUMM.TXT,0.30473,0.32755,0.31573,5

ROUGE-2+StopWordRemoval+Stemming,32693,SUMM.TXT,0.13715,0.09156,0.10981,5

ROUGE-SU4+StopWordRemoval+Stemming,32693,SUMM.TXT,0.21776,0.11436,0.14996,5

ROUGE-L+StopWordRemoval+Stemming,31363,SUMM.TXT,0.28985,0.66038,0.40288,3

ROUGE-1+StopWordRemoval+Stemming,31363,SUMM.TXT,0.29657,0.74144,0.42367,3

ROUGE-2+StopWordRemoval+Stemming,31363,SUMM.TXT,0.23862,0.41603,0.30329,3

ROUGE-SU4+StopWordRemoval+Stemming,31363,SUMM.TXT,0.27985,0.42018,0.33595,3

ROUGE-L+StopWordRemoval+Stemming,31484,SUMM.TXT,0.46460,0.47754,0.47098,4

ROUGE-1+StopWordRemoval+Stemming,31484,SUMM.TXT,0.44153,0.23575,0.30738,4

ROUGE-2+StopWordRemoval+Stemming,31484,SUMM.TXT,0.38912,0.08832,0.14397,4

ROUGE-SU4+StopWordRemoval+Stemming,31484,SUMM.TXT,0.41705,0.09012,0.14821,4

ROUGE-L+StopWordRemoval+Stemming,31926,SUMM.TXT,0.13548,0.49634,0.21286,4

ROUGE-1+StopWordRemoval+Stemming,31926,SUMM.TXT,0.17343,0.29511,0.21847,4

ROUGE-2+StopWordRemoval+Stemming,31926,SUMM.TXT,0.05397,0.06584,0.05932,4

ROUGE-SU4+StopWordRemoval+Stemming,31926,SUMM.TXT,0.10424,0.10452,0.10438,4

ROUGE-L+StopWordRemoval+Stemming,30952,SUMM.TXT,0.17710,0.43179,0.25117,4

ROUGE-1+StopWordRemoval+Stemming,30952,SUMM.TXT,0.33717,0.17801,0.23301,4

ROUGE-2+StopWordRemoval+Stemming,30952,SUMM.TXT,0.25421,0.08896,0.13180,4

ROUGE-SU4+StopWordRemoval+Stemming,30952,SUMM.TXT,0.29604,0.08629,0.13363,4

ROUGE-L+StopWordRemoval+Stemming,31007,SUMM.TXT,0.10395,0.33248,0.15839,3

ROUGE-1+StopWordRemoval+Stemming,31007,SUMM.TXT,0.10658,0.42211,0.17019,3

ROUGE-2+StopWordRemoval+Stemming,31007,SUMM.TXT,0.02681,0.08626,0.04090,3

ROUGE-SU4+StopWordRemoval+Stemming,31007,SUMM.TXT,0.06722,0.15605,0.09397,3

ROUGE-L+StopWordRemoval+Stemming,31127,SUMM.TXT,0.13963,0.42507,0.21021,3

ROUGE-1+StopWordRemoval+Stemming,31127,SUMM.TXT,0.14855,0.51925,0.23101,3

ROUGE-2+StopWordRemoval+Stemming,31127,SUMM.TXT,0.10438,0.25398,0.14795,3

ROUGE-SU4+StopWordRemoval+Stemming,31127,SUMM.TXT,0.11366,0.22490,0.15100,3

ROUGE-L+StopWordRemoval+Stemming,30830,SUMM.TXT,0.13726,0.30000,0.18835,4

ROUGE-1+StopWordRemoval+Stemming,30830,SUMM.TXT,0.20915,0.30808,0.24915,4

ROUGE-2+StopWordRemoval+Stemming,30830,SUMM.TXT,0.13536,0.15287,0.14359,4

ROUGE-SU4+StopWordRemoval+Stemming,30830,SUMM.TXT,0.16566,0.15153,0.15828,4

ROUGE-L+StopWordRemoval+Stemming,30954,SUMM.TXT,0.10488,0.31602,0.15750,3

ROUGE-1+StopWordRemoval+Stemming,30954,SUMM.TXT,0.12889,0.37333,0.19163,3

ROUGE-2+StopWordRemoval+Stemming,30954,SUMM.TXT,0.02667,0.05556,0.03604,3

ROUGE-SU4+StopWordRemoval+Stemming,30954,SUMM.TXT,0.08088,0.11676,0.09556,3

ROUGE-L+StopWordRemoval+Stemming,31008,SUMM.TXT,0.11473,0.47957,0.18516,3

ROUGE-1+StopWordRemoval+Stemming,31008,SUMM.TXT,0.15399,0.60829,0.24576,3

ROUGE-2+StopWordRemoval+Stemming,31008,SUMM.TXT,0.07220,0.23245,0.11017,3

ROUGE-SU4+StopWordRemoval+Stemming,31008,SUMM.TXT,0.11994,0.30127,0.17157,3

ROUGE-L+StopWordRemoval+Stemming,32217,SUMM.TXT,0.13023,0.52344,0.20856,4

ROUGE-1+StopWordRemoval+Stemming,32217,SUMM.TXT,0.06567,0.52857,0.11682,4

ROUGE-2+StopWordRemoval+Stemming,32217,SUMM.TXT,0.04311,0.20588,0.07130,4

ROUGE-SU4+StopWordRemoval+Stemming,32217,SUMM.TXT,0.05810,0.20758,0.09078,4

